,A1,A10,A2,A3,A4,A5,A6,A7,A8,A9,C1,C10,C2,C3,C4,C5,C6,C7,C8,C9,E1,E10,E2,E3,E4,E5,E6,E7,E8,E9,N1,N10,N2,N3,N4,N5,N6,N7,N8,N9,O1,O10,O2,O3,O4,O5,O6,O7,O8,O9,age,country,engnat,gender,hand,race,source
12469,1,4,4,1,4,1,4,1,4,4,2,5,1,5,4,4,3,4,1,4,2,4,3,4,4,4,2,2,1,1,5,4,2,5,1,2,5,2,2,4,4,3,2,5,2,2,2,5,4,4,57,GB,1,2,1,3,1
12470,1,4,5,3,5,1,5,1,5,5,3,4,3,4,3,2,3,3,1,3,1,3,1,4,3,5,1,2,3,4,5,3,2,5,2,4,4,5,5,4,5,5,1,5,1,5,1,5,5,5,18,US,1,2,1,3,2
12471,1,4,4,2,4,2,4,2,4,4,3,3,3,2,2,3,4,3,2,3,2,2,3,4,3,4,2,4,3,2,3,2,4,3,3,4,2,2,2,4,4,3,2,4,2,3,1,4,3,4,54,US,1,1,2,3,1
12472,1,3,2,2,4,2,4,2,2,5,5,4,1,5,1,5,1,5,1,5,3,4,4,2,4,5,4,2,5,4,4,4,3,5,2,5,4,4,4,5,3,2,5,4,4,2,1,3,2,5,18,US,1,2,1,4,5
12473,2,4,4,2,2,4,2,2,4,2,4,4,4,4,2,2,4,4,2,2,4,2,2,4,2,5,2,4,2,5,4,4,2,4,2,1,1,4,4,2,5,4,1,4,4,4,1,5,5,4,23,US,1,2,1,3,1
12474,3,3,3,4,2,5,3,4,2,1,4,5,2,5,1,2,4,5,2,4,3,3,2,3,4,5,4,4,5,1,1,5,5,3,2,2,2,4,3,5,5,5,1,5,2,5,1,5,5,4,22,US,1,1,1,1,1
12475,4,4,2,1,3,2,3,2,3,1,3,3,2,3,2,2,2,5,4,3,3,2,3,4,3,3,2,4,3,2,2,1,5,2,3,2,5,1,1,1,4,5,2,4,1,4,1,5,4,4,33,GB,1,1,1,3,1
12476,3,5,4,3,4,4,3,2,4,4,4,5,1,5,1,4,1,5,2,3,3,4,3,4,3,2,3,2,4,3,1,1,5,1,5,5,1,1,1,1,5,5,3,5,4,5,1,5,5,4,22,GB,1,1,1,3,3
12477,1,4,4,1,5,1,5,2,4,3,2,4,3,4,4,2,4,4,2,2,1,5,3,4,5,2,2,2,1,2,1,1,5,5,5,2,4,1,2,3,5,5,4,5,2,4,1,5,4,4,17,GB,1,2,1,3,1
12478,2,3,4,2,3,3,2,2,2,3,2,2,5,2,2,3,4,3,4,4,3,5,3,3,3,2,3,2,3,3,4,3,2,4,3,4,5,4,4,4,4,5,2,2,2,5,4,4,3,5,43,US,1,1,1,3,1
12479,3,4,4,1,4,2,4,2,3,4,5,4,2,5,1,1,1,5,4,5,3,4,1,4,3,3,2,4,2,4,5,2,3,5,3,1,4,4,4,5,4,3,1,4,1,3,2,5,3,5,21,GB,1,2,2,1,5
12480,1,4,4,2,5,2,5,2,4,5,4,4,3,5,2,2,4,4,3,5,2,5,4,2,4,2,2,2,2,3,5,2,2,5,3,4,4,3,2,2,3,4,2,4,2,4,1,4,2,4,19,US,1,2,1,3,5
12481,2,2,4,4,4,3,3,3,4,4,4,3,2,4,4,1,2,4,3,2,2,4,3,2,4,4,2,2,4,2,4,4,2,4,2,1,2,2,1,2,4,3,1,4,2,4,2,4,4,4,24,FI,2,2,1,3,1
12482,2,4,5,3,3,1,4,2,3,3,2,5,5,3,4,1,5,2,1,1,3,4,1,5,1,4,1,3,2,5,4,1,3,4,1,1,1,4,3,4,4,4,3,5,3,4,1,4,4,5,20,GB,1,1,2,3,1
12483,5,5,5,4,5,2,4,2,5,5,3,1,5,5,2,1,5,2,3,1,4,1,1,5,2,5,2,5,4,5,1,4,5,2,4,2,5,4,4,4,1,4,2,5,2,3,5,5,1,5,19,IN,1,1,1,4,1
12484,1,3,4,1,5,2,5,1,5,5,4,4,1,5,1,3,3,5,1,4,1,3,4,5,5,3,4,4,5,2,4,2,4,5,4,3,2,2,2,3,4,4,3,5,3,3,2,5,3,5,18,US,1,2,1,13,5
12485,2,2,3,3,3,4,2,2,3,2,3,4,4,4,4,3,2,4,2,4,2,5,4,2,4,2,4,1,4,2,5,4,2,5,2,4,4,3,2,4,4,4,2,4,2,4,2,4,3,5,32,US,1,2,3,3,3
12486,1,3,2,4,3,3,3,3,4,3,5,4,3,3,2,1,4,4,4,4,1,5,3,2,4,2,4,2,4,3,3,2,2,4,3,3,2,2,2,3,4,4,2,3,2,3,2,5,4,4,18,US,1,1,1,3,1
12487,4,3,4,5,3,3,2,2,3,3,3,4,4,5,2,2,4,3,3,2,3,2,1,5,2,5,2,4,3,4,2,1,4,4,3,1,1,1,1,2,4,5,1,5,1,5,1,5,4,4,29,US,1,1,1,3,2
12488,2,3,2,1,5,1,5,1,4,4,2,3,1,5,2,2,1,3,1,4,3,4,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,3,4,2,3,2,3,1,5,3,4,21,US,1,2,1,13,5
12489,1,4,4,2,5,3,4,3,4,4,3,3,2,4,2,3,2,4,4,3,2,4,4,3,4,2,4,2,3,2,4,2,4,5,3,3,4,2,2,4,2,4,2,4,2,4,2,3,2,4,18,US,1,2,1,3,5
12490,1,4,5,1,5,2,5,2,5,5,2,4,4,2,2,2,3,4,3,4,5,1,1,4,1,5,2,5,2,5,4,2,3,4,4,2,2,4,2,2,4,4,2,5,1,3,4,4,3,3,20,US,1,2,1,1,5
12491,1,3,4,1,5,1,5,3,4,5,2,4,5,3,5,1,5,2,3,1,3,2,1,3,1,5,1,3,1,5,4,4,3,5,1,5,5,5,4,5,4,5,2,5,1,5,1,4,5,5,14,GB,1,2,1,3,1
12492,3,1,2,4,3,4,4,4,1,1,2,4,4,5,4,1,4,4,5,1,1,5,5,1,5,1,5,1,5,1,5,4,1,4,1,1,1,1,1,2,5,3,1,1,1,4,5,5,4,4,32,US,1,1,1,3,1
12493,1,5,3,1,5,1,5,2,5,5,4,4,2,4,1,5,1,2,1,2,1,4,5,3,4,1,2,2,5,1,3,4,4,4,2,3,2,3,2,4,4,5,1,5,1,5,1,5,3,5,55,US,1,1,1,3,1
12494,2,3,4,2,5,2,4,4,4,4,3,2,4,5,4,2,5,2,3,4,2,5,4,3,4,4,4,3,4,2,4,4,4,4,2,3,2,2,2,2,4,3,3,2,3,3,4,4,3,3,18,US,1,2,1,3,1
12495,2,4,5,2,5,3,4,2,5,5,4,4,3,4,3,3,4,5,4,2,4,5,3,4,2,4,2,3,4,5,4,4,3,5,2,4,2,3,2,3,5,5,1,5,1,5,1,5,4,5,29,DE,1,2,1,3,2
12496,1,2,3,3,3,2,3,3,2,2,3,4,4,4,3,2,4,4,4,3,1,3,2,2,4,4,4,3,4,1,4,2,3,4,3,3,3,3,3,3,4,4,2,4,3,3,2,3,3,3,64,US,1,1,1,3,1
12497,1,2,5,4,2,3,2,1,4,5,2,3,1,4,4,1,1,3,5,2,1,5,4,1,4,2,4,1,4,3,5,5,1,5,1,3,5,5,5,5,4,1,1,5,5,1,3,4,3,5,17,GB,1,1,1,3,5
12498,1,2,5,5,1,2,1,2,5,2,4,2,1,3,1,1,1,1,3,1,2,5,1,4,3,5,1,4,4,4,1,4,4,5,3,5,5,3,1,5,5,4,2,2,4,4,5,5,5,5,25,PL,2,1,1,1,1
12499,2,4,5,3,5,1,3,1,5,5,4,5,5,5,3,1,5,1,5,1,3,3,3,2,1,5,1,5,1,5,1,1,5,5,5,5,1,5,1,3,5,5,1,5,1,5,1,5,5,5,15,US,2,1,3,3,1
12500,4,4,5,1,4,1,3,1,4,4,2,4,5,4,2,1,3,4,1,1,4,1,1,4,1,5,1,5,2,4,2,4,4,4,1,5,4,5,4,4,4,4,1,5,1,4,1,4,2,4,21,GB,1,1,1,3,1
12501,3,3,3,3,1,5,1,3,3,3,1,3,2,3,4,1,4,2,3,1,2,5,3,5,3,3,3,1,3,2,5,3,3,4,2,5,5,1,3,5,1,2,2,3,3,3,4,1,1,4,24,US,2,1,1,9,5
12502,2,5,4,1,4,2,4,1,4,4,2,4,3,5,1,2,2,5,2,3,4,1,1,4,2,5,1,4,2,4,4,1,2,4,4,2,2,2,2,2,3,3,2,4,2,4,2,4,3,4,22,US,1,2,1,3,2
12503,3,5,3,3,4,3,5,3,4,5,4,4,1,5,3,2,1,5,3,4,4,5,3,4,2,5,1,4,5,5,2,1,5,5,1,1,1,3,2,5,5,5,1,5,1,5,1,5,5,5,18,US,1,2,1,13,5
12504,1,5,5,1,1,1,5,1,5,5,4,5,4,4,1,3,4,3,1,4,5,1,1,5,1,5,1,5,1,5,3,1,2,4,5,1,1,2,2,2,5,5,1,5,1,5,1,5,5,2,58,US,1,1,1,3,1
12505,1,3,3,2,4,2,4,3,3,4,4,3,2,5,3,2,4,3,3,4,2,4,5,4,4,3,4,2,4,2,5,2,3,5,2,4,4,3,3,5,2,4,3,4,3,4,2,3,2,3,18,US,1,2,1,3,5
12506,1,5,5,1,5,1,5,1,5,5,5,5,4,5,1,5,1,4,1,5,4,1,4,5,2,5,2,5,1,5,3,2,4,4,2,3,3,3,2,2,5,5,2,3,2,4,2,4,2,4,39,US,1,2,1,3,5
12507,4,5,5,3,4,3,2,2,4,4,2,5,4,4,3,2,2,2,2,5,3,3,2,5,2,5,2,5,3,3,1,2,5,1,1,4,1,1,1,1,4,5,2,4,2,3,1,4,3,3,20,GB,1,1,1,11,3
12508,1,3,3,1,3,1,5,2,4,4,4,5,2,4,2,4,2,4,3,3,3,5,3,2,4,3,3,2,5,2,5,3,3,5,3,2,4,3,3,4,2,3,3,2,3,3,4,4,1,3,28,US,1,2,1,3,1
12509,4,5,1,1,2,3,2,4,2,4,3,4,1,5,1,5,1,5,3,4,2,1,1,3,1,5,1,4,4,5,5,4,2,4,4,4,4,5,3,4,3,3,2,3,4,4,4,5,3,5,48,BR,2,2,1,3,1
12510,1,5,5,2,5,2,5,1,4,5,3,2,3,4,2,2,2,3,2,2,4,3,1,5,1,4,1,5,2,4,3,2,4,5,2,2,1,1,1,2,4,5,2,5,1,4,1,5,3,4,31,CA,1,1,1,1,2
12511,2,4,4,2,4,3,5,2,3,4,3,4,2,5,3,1,1,4,4,2,2,5,4,2,3,2,4,2,3,3,3,4,3,5,1,3,3,3,3,3,5,3,1,4,2,3,2,5,5,5,26,US,1,2,1,1,5
12512,1,5,5,1,5,1,5,1,5,5,4,4,4,5,1,3,3,5,4,5,3,3,3,2,3,4,2,3,4,1,5,2,3,5,4,1,3,3,3,1,4,4,5,4,1,4,1,3,3,5,20,US,1,2,1,3,2
12513,2,4,4,2,4,2,3,2,2,4,3,3,4,4,2,1,3,3,2,3,2,4,4,4,4,2,2,1,1,1,3,4,3,2,2,2,1,2,2,2,3,4,1,1,1,4,4,5,4,4,23,US,1,2,2,1,2
12514,4,5,5,3,2,3,5,2,3,5,3,5,5,5,4,1,5,2,4,3,2,4,2,5,3,3,3,4,4,2,2,2,5,5,3,3,3,4,4,4,5,5,2,5,2,5,1,5,5,5,22,US,1,2,1,3,1
12515,1,3,5,1,5,1,5,1,5,5,3,3,4,5,3,4,4,5,1,4,1,5,4,3,5,3,3,2,5,2,3,2,4,4,3,2,2,3,3,2,4,4,3,5,2,4,1,5,3,4,30,US,1,2,1,3,1
12516,1,3,5,1,2,1,4,1,4,4,5,3,1,4,1,5,1,5,1,5,2,4,2,5,2,4,2,4,4,2,4,3,3,3,3,3,3,3,4,4,3,4,3,4,3,4,1,3,2,3,19,US,1,2,0,13,2
12517,1,4,5,2,5,1,5,1,4,5,3,3,5,5,2,2,4,3,2,3,3,2,2,4,2,5,2,4,3,4,3,3,3,5,2,3,3,4,4,4,4,3,1,5,1,4,2,5,3,5,24,US,1,2,1,3,2
12518,2,4,3,1,4,2,3,2,4,4,5,4,2,4,2,4,2,4,1,4,3,2,2,3,3,4,2,3,2,3,1,1,4,3,3,1,1,1,1,1,4,4,2,3,3,3,2,4,3,4,33,BR,2,1,1,6,1
12519,3,3,5,3,3,3,2,3,4,2,5,5,1,5,1,4,1,5,1,4,4,1,1,5,1,5,1,5,2,5,2,1,4,4,4,2,1,1,1,2,4,5,1,4,1,4,1,5,4,4,21,GB,1,1,1,3,1
12520,5,5,5,1,5,1,5,2,5,5,4,5,1,4,1,3,1,5,1,5,3,3,2,3,3,5,1,4,3,3,1,1,3,4,2,1,3,3,3,3,5,5,2,1,3,4,1,3,3,3,39,CA,2,2,1,1,2
12521,1,5,5,1,5,2,4,1,4,4,4,4,1,5,1,3,1,4,3,3,3,1,1,5,2,5,1,5,4,5,2,1,4,2,4,2,2,1,1,2,4,5,1,4,1,5,1,5,4,4,43,US,1,2,1,1,1
12522,1,4,5,3,4,1,5,1,4,4,3,4,5,4,4,3,5,3,2,3,2,3,4,3,3,3,2,1,1,2,3,2,3,5,3,3,3,1,1,2,3,4,1,5,1,3,1,4,2,3,23,US,1,1,1,13,5
12523,5,3,2,4,2,4,2,5,1,2,4,2,2,5,4,2,4,2,4,1,1,5,5,1,5,1,1,1,5,2,1,1,5,4,5,2,1,1,1,2,5,5,1,5,1,5,1,5,4,5,19,ZA,2,1,1,13,1
12524,1,5,4,1,5,1,5,2,2,5,5,1,5,5,1,5,1,1,5,4,5,5,5,1,5,2,5,1,4,5,5,3,1,4,3,5,5,2,5,4,1,4,4,5,2,4,2,2,1,2,33,US,1,2,1,13,5
12525,1,4,5,2,5,1,5,1,5,5,3,2,5,4,4,2,5,5,4,2,4,4,2,4,2,5,1,5,2,3,4,1,5,4,2,2,4,4,4,5,4,3,2,4,1,3,2,4,5,5,21,AU,1,2,1,3,1
12526,5,5,5,1,5,1,5,1,5,5,5,4,1,5,1,3,1,5,1,5,2,4,2,5,4,4,2,4,5,2,3,2,4,4,4,2,3,2,1,2,4,4,1,4,1,5,1,5,4,5,23,US,1,2,1,3,2
12527,1,5,5,1,5,1,3,1,5,5,5,5,2,5,1,5,1,5,1,4,1,3,3,4,3,4,3,3,3,5,1,1,4,5,3,1,1,1,1,1,4,5,1,5,1,5,1,5,4,5,54,CA,1,1,1,3,1
12528,2,2,4,3,4,2,4,2,3,4,2,3,5,4,3,2,4,4,4,2,2,3,2,3,3,4,3,4,3,3,4,4,2,4,2,4,4,4,4,4,5,3,3,4,2,2,2,4,4,5,19,GB,1,1,1,3,1
12529,1,4,5,1,5,1,2,1,3,5,4,5,5,5,1,1,3,3,1,3,5,2,1,5,3,5,1,5,3,5,3,1,4,2,2,1,3,3,4,2,5,5,1,4,1,5,1,4,3,4,38,US,1,1,1,13,2
12530,4,3,4,2,3,3,4,2,4,4,5,3,2,4,2,3,2,3,3,2,2,4,4,2,4,2,4,2,4,2,5,4,2,5,2,3,4,4,3,4,3,4,3,4,3,3,3,4,4,5,21,CA,1,2,1,3,1
12531,4,3,5,4,4,4,4,2,3,4,2,5,5,5,5,1,5,4,4,1,5,5,3,4,4,4,2,2,4,3,1,3,5,5,2,1,4,5,5,5,4,5,1,5,1,5,1,5,4,4,21,CA,1,2,2,3,2
12532,2,3,4,3,3,2,3,3,3,3,2,4,2,3,2,5,5,4,3,5,3,3,2,4,3,2,2,4,5,2,1,3,4,5,2,3,2,2,1,1,2,2,4,4,3,3,1,3,2,4,21,US,2,1,1,1,5
12533,4,5,3,1,5,3,5,5,4,5,5,5,1,5,1,1,1,5,1,5,3,5,3,5,4,3,5,1,4,3,3,4,5,3,4,5,3,3,3,3,3,4,2,5,2,4,2,5,2,5,20,BS,1,2,1,6,2
12534,1,4,4,3,4,1,5,1,5,4,4,2,3,5,3,4,4,3,2,4,3,2,2,4,2,3,1,5,5,2,2,1,5,5,3,3,2,1,2,1,2,4,2,4,2,4,2,4,2,4,19,US,1,1,1,3,5
12535,1,3,5,2,5,2,4,4,5,4,5,3,1,5,2,4,1,5,3,4,2,4,5,4,4,2,5,2,5,4,1,2,4,3,5,1,2,2,1,1,2,5,4,2,4,5,5,4,1,3,25,CA,1,1,1,3,1
12536,4,1,4,4,2,3,3,3,3,3,4,5,2,5,2,1,4,2,2,5,4,5,2,4,2,4,1,4,3,3,1,4,5,3,3,1,1,1,1,1,2,5,3,4,3,3,2,4,2,3,21,US,2,1,1,1,5
12537,1,3,3,1,5,2,5,3,4,4,4,4,2,5,2,5,2,3,3,4,2,4,5,3,4,3,5,1,5,1,5,2,4,5,1,3,5,5,5,3,5,3,2,5,3,4,1,5,5,4,14,US,1,2,1,1,2
12538,4,3,3,2,4,2,4,1,3,3,4,3,2,2,2,2,3,3,3,3,1,4,3,3,3,3,3,1,3,3,2,2,4,3,2,3,2,4,3,3,3,3,1,3,2,3,3,4,3,4,17,US,1,2,1,13,5
12539,3,3,4,1,5,3,5,3,2,4,3,3,2,4,3,2,1,4,3,2,2,3,3,3,3,4,3,4,4,3,2,1,4,4,1,2,2,1,1,1,3,3,3,4,2,3,1,4,3,4,21,US,2,2,1,13,1
12540,1,2,1,5,3,5,1,5,1,5,1,2,1,1,5,5,3,5,2,1,1,5,1,1,5,1,5,1,3,3,1,5,1,5,1,5,4,5,5,4,1,5,1,5,5,5,5,2,1,5,25,GB,1,1,3,13,1
12541,1,5,4,1,5,1,4,2,4,5,4,4,1,5,1,3,2,5,3,3,1,4,2,4,4,3,1,2,3,5,5,5,2,5,5,5,3,5,4,4,3,5,1,5,1,5,1,4,3,5,31,US,2,2,1,3,4
12542,3,4,4,2,4,5,3,3,5,3,5,3,3,5,1,3,1,3,2,5,3,3,1,5,2,2,1,3,5,1,3,1,3,3,2,1,3,3,2,3,2,3,3,2,1,3,2,4,2,3,20,US,1,2,1,13,5
12543,1,5,5,1,5,1,5,1,5,5,3,3,3,5,2,3,3,4,3,2,4,3,1,5,4,5,1,4,5,4,2,2,4,5,4,2,1,2,1,2,4,4,2,5,1,5,1,5,5,4,26,US,1,1,1,1,1
12544,2,5,5,2,5,2,5,1,3,5,4,5,2,4,3,2,3,4,2,2,2,4,3,3,4,3,1,2,4,3,5,4,1,5,1,3,3,5,4,3,3,4,2,4,1,4,2,5,3,5,23,US,1,2,1,1,2
12545,4,5,3,2,1,2,1,3,4,1,2,5,5,2,4,2,5,2,1,2,4,1,2,4,1,5,1,5,2,5,1,2,5,2,3,1,1,2,1,2,5,5,1,5,1,5,1,5,5,5,23,US,1,1,1,3,5
12546,1,5,3,3,5,2,3,5,5,5,3,5,1,5,2,4,2,4,3,5,3,4,4,3,5,3,4,5,5,1,1,1,5,2,1,3,1,3,3,3,3,3,2,5,1,3,1,3,3,3,24,US,1,2,1,13,5
12547,2,2,4,2,3,4,3,4,4,3,5,5,4,5,2,2,2,2,1,3,2,5,2,3,2,1,1,1,2,5,2,2,4,1,4,4,4,4,4,4,3,5,1,4,1,5,1,5,4,5,44,US,1,1,1,3,1
12548,5,1,1,5,1,5,4,5,1,1,4,2,3,2,5,2,3,4,2,4,2,5,2,1,4,2,3,1,4,4,2,3,5,1,4,3,1,1,4,3,3,2,1,5,2,2,1,5,3,4,54,US,1,1,1,3,1
12549,1,4,4,1,4,1,3,1,4,5,4,4,4,4,3,2,4,3,1,3,3,2,2,4,3,5,1,2,3,4,3,2,4,3,4,2,1,3,2,1,5,5,1,5,1,5,1,5,5,5,20,US,1,1,2,3,5
12550,3,5,5,3,3,4,3,5,4,3,1,3,3,4,1,3,3,5,1,5,3,5,1,5,3,3,1,5,5,1,2,1,3,3,1,3,1,2,2,3,2,5,3,5,1,5,1,5,5,3,16,AU,1,1,3,0,1
12551,1,3,5,1,5,1,5,1,3,5,4,5,1,5,3,5,1,4,1,5,2,5,3,3,3,3,4,4,4,5,2,1,3,5,5,1,5,2,1,3,5,5,1,4,1,5,2,4,5,5,18,US,1,2,1,3,2
12552,3,4,4,2,4,2,5,3,5,3,3,3,2,3,3,3,2,4,3,3,4,3,4,4,4,5,3,4,3,2,2,4,4,3,5,4,3,5,5,4,3,2,3,4,3,2,1,3,4,2,22,MY,2,2,1,11,1
12553,3,2,4,4,3,2,4,3,3,1,3,3,2,3,5,1,5,5,4,4,1,3,4,3,3,3,4,1,4,3,3,2,3,4,3,3,5,2,1,4,4,4,3,4,2,4,1,3,4,3,17,US,2,1,1,1,1
12554,4,3,4,5,4,3,2,1,5,4,3,3,4,4,5,2,5,3,3,2,3,4,3,3,3,4,1,4,4,4,5,4,2,5,4,4,4,5,5,4,3,5,4,5,2,3,1,3,2,5,18,US,2,2,1,13,1
12555,4,4,5,4,3,5,4,5,4,3,4,4,5,5,4,5,5,5,4,5,3,2,2,5,4,5,2,5,3,5,2,1,5,2,4,2,2,4,1,2,4,5,2,5,1,5,1,5,4,5,17,US,1,1,2,13,1
12556,3,3,2,1,4,3,4,4,3,4,3,4,2,3,3,2,4,4,3,2,2,4,3,2,4,2,4,2,4,3,4,4,2,4,2,4,4,4,4,4,4,3,2,2,2,3,4,3,4,4,20,US,1,1,1,9,2
12557,1,3,4,1,5,1,5,2,4,5,2,1,5,1,4,1,5,2,5,2,2,2,3,4,2,4,2,3,4,4,5,5,2,5,1,5,5,5,5,2,4,4,1,5,1,4,1,2,4,5,21,CA,1,2,1,3,5
12558,1,3,4,2,4,3,4,3,4,3,3,3,4,5,3,2,4,3,2,3,2,5,5,3,4,2,4,2,4,2,3,2,5,5,3,3,1,2,2,3,3,3,2,4,2,4,1,4,4,5,18,US,1,2,1,3,5
12559,2,4,5,1,5,2,5,1,5,5,5,5,5,5,5,4,4,4,1,4,3,5,5,5,1,4,5,5,5,5,1,1,5,1,1,1,1,1,1,1,4,5,1,5,1,4,1,5,4,5,23,CA,1,1,1,3,5
12560,2,4,5,1,4,2,5,1,4,5,3,3,2,4,3,2,3,3,2,4,1,5,4,2,4,2,3,1,4,3,5,5,3,5,1,3,4,3,2,3,4,4,2,4,3,4,1,4,3,5,21,US,1,2,1,3,2
12561,1,4,4,1,5,2,3,1,4,4,4,3,2,4,2,4,2,5,2,4,1,5,3,4,3,3,2,1,3,2,3,2,4,4,3,2,2,2,2,2,4,5,1,5,2,5,1,4,4,4,20,US,1,2,1,3,2
12562,2,4,5,3,3,3,4,1,3,4,4,3,5,2,3,1,5,2,3,2,4,2,1,5,2,5,1,3,2,5,3,2,3,2,4,2,1,2,2,2,5,5,1,5,1,5,1,4,4,3,28,US,1,1,1,3,2
12563,3,3,3,3,3,3,3,3,3,3,2,3,2,3,4,1,5,3,3,3,3,2,1,3,2,4,3,4,3,5,4,3,3,3,3,5,5,3,3,4,1,3,4,4,2,3,1,3,2,3,21,US,1,2,1,13,5
12564,1,5,1,1,5,1,5,1,5,4,4,3,2,5,2,3,2,5,1,4,3,4,1,5,3,5,1,5,4,4,1,1,5,2,5,1,5,1,1,1,5,5,2,5,2,4,1,4,4,5,52,US,1,2,1,13,1
12565,5,2,2,3,2,4,1,2,3,2,4,3,5,4,3,2,3,5,4,4,3,4,3,4,3,4,3,3,3,4,2,2,4,4,2,4,2,2,2,4,4,2,2,5,4,4,1,4,4,3,18,US,1,1,1,3,1
12566,2,2,2,4,3,5,2,2,2,4,4,5,4,5,2,2,2,4,1,4,4,4,3,3,4,4,4,3,4,4,2,1,4,4,4,2,3,2,2,4,5,5,1,5,1,4,1,5,4,5,21,US,1,1,1,3,5
12567,5,5,2,5,5,1,3,3,3,3,5,5,5,5,2,1,5,3,1,5,1,3,1,2,4,5,1,1,5,1,1,1,3,3,1,1,3,1,1,3,5,5,3,4,3,5,1,5,1,2,30,US,1,2,1,3,5
12568,1,5,5,1,4,1,3,1,4,4,4,5,2,4,1,4,1,5,1,5,5,1,1,5,1,5,1,5,1,5,4,1,3,4,5,2,1,2,1,2,4,5,1,5,1,5,1,5,4,3,20,US,1,1,2,3,2
12569,4,3,3,5,5,2,1,2,1,5,4,4,5,5,3,1,4,4,3,4,5,4,1,3,2,4,3,2,4,3,2,4,4,5,3,1,4,4,4,5,1,3,3,3,3,3,3,5,1,5,19,US,2,2,1,13,1
12570,1,4,5,2,4,1,3,1,5,4,3,3,4,3,3,2,2,3,3,3,4,2,1,5,2,5,1,5,2,3,4,2,4,3,4,2,2,2,1,2,5,3,2,4,1,4,1,4,4,4,52,US,1,2,1,3,1
12571,2,4,2,3,4,2,5,3,4,4,4,2,2,4,2,1,2,2,2,2,2,5,4,1,3,4,2,1,3,4,3,4,1,5,1,5,5,5,4,5,4,4,1,5,1,4,1,5,4,4,19,CA,1,2,1,11,2
12572,1,5,5,2,5,2,4,1,4,5,4,4,1,4,1,2,1,5,2,4,2,3,1,5,1,5,1,5,3,2,1,1,3,3,2,1,1,4,4,1,5,5,1,3,1,4,1,5,4,5,41,US,1,2,1,3,1
12573,4,4,4,1,3,2,3,2,3,2,2,3,1,5,1,3,2,2,3,4,3,3,3,4,3,4,2,3,3,3,3,3,3,3,3,2,2,3,2,2,3,4,2,4,3,4,2,3,1,3,22,IN,2,1,1,4,2
12574,3,5,3,3,2,2,2,4,3,5,2,4,4,1,4,2,4,5,1,5,3,2,3,3,3,3,4,4,1,3,4,2,2,4,4,4,4,2,1,1,2,3,3,2,4,3,1,3,2,3,23,IN,2,1,1,4,2
12575,1,3,3,1,5,2,4,2,3,4,3,4,1,4,2,4,1,5,2,4,1,4,3,3,5,3,2,3,4,2,3,3,4,3,2,3,3,3,3,3,4,4,2,4,3,4,2,3,4,4,56,US,1,2,1,3,1
12576,1,2,3,1,5,2,5,2,4,5,3,5,4,5,3,4,3,5,2,3,2,5,2,2,4,3,1,2,5,5,5,5,1,5,1,4,4,4,4,3,3,5,5,5,1,5,1,3,2,5,22,US,1,2,1,1,1
12577,5,3,4,2,4,2,5,2,3,5,4,4,2,4,2,3,1,5,1,4,3,4,5,3,5,2,4,1,3,2,4,5,5,2,4,2,2,2,2,2,3,3,4,4,4,3,2,4,1,5,33,PH,2,2,1,4,5
12578,2,3,4,3,5,2,5,2,3,4,3,3,4,4,2,2,5,3,2,4,2,5,5,4,5,2,5,2,5,3,4,5,2,5,1,5,5,4,4,5,2,2,3,5,2,3,3,3,2,5,30,US,1,2,1,13,1
12579,4,4,4,4,3,3,4,3,4,3,3,4,4,3,3,3,4,3,2,3,5,3,1,5,2,5,1,5,1,5,4,3,2,4,2,4,3,4,4,4,5,5,1,4,2,4,1,5,5,3,24,GB,1,2,3,3,3
12580,1,4,2,2,5,2,4,2,4,5,4,4,1,5,2,5,1,4,2,4,4,4,2,4,3,4,2,4,2,4,5,2,3,4,4,1,2,2,2,1,5,3,2,4,2,4,2,4,4,4,22,US,1,2,1,3,1
12581,5,5,5,1,5,1,5,1,5,5,5,5,2,5,5,5,1,5,1,5,1,5,5,5,5,5,5,1,1,5,1,1,1,2,1,1,1,1,1,1,5,5,1,3,1,5,1,5,1,5,35,ZA,1,1,1,12,1
12582,2,3,5,2,4,3,4,2,4,4,4,3,4,4,3,3,4,4,3,3,4,2,1,5,2,5,2,5,4,4,2,2,4,3,4,2,2,4,3,3,3,4,2,4,3,3,2,4,2,4,21,US,1,1,1,3,1
12583,1,4,4,3,4,1,4,1,4,4,2,3,4,3,5,2,3,3,3,2,2,5,5,2,4,2,4,2,5,1,5,5,1,5,1,4,3,4,4,3,4,3,2,4,1,3,3,3,4,4,18,US,1,1,1,3,5
12584,1,3,5,3,5,1,5,1,4,5,2,3,4,5,5,1,5,3,3,3,3,4,2,5,3,3,2,3,4,3,5,4,3,5,1,4,5,5,5,5,4,4,2,5,1,3,1,4,3,4,22,US,1,2,1,13,5
12585,5,5,5,1,5,2,5,1,5,5,5,4,4,5,3,5,1,5,3,5,5,3,1,5,1,5,1,5,4,5,4,3,5,3,3,4,3,4,3,3,3,5,4,5,4,5,1,5,4,5,22,AU,2,2,1,13,2
