,A1,A10,A2,A3,A4,A5,A6,A7,A8,A9,C1,C10,C2,C3,C4,C5,C6,C7,C8,C9,E1,E10,E2,E3,E4,E5,E6,E7,E8,E9,N1,N10,N2,N3,N4,N5,N6,N7,N8,N9,O1,O10,O2,O3,O4,O5,O6,O7,O8,O9,age,country,engnat,gender,hand,race,source
1512,1,3,5,1,4,2,5,2,4,4,4,4,1,4,2,4,2,3,3,4,3,2,2,4,3,4,1,3,2,4,2,1,5,2,4,1,2,2,2,2,4,4,1,4,1,4,2,4,4,4,25,DE,2,1,0,0,1
1513,4,5,4,1,3,3,5,2,3,5,4,3,1,5,1,3,2,5,3,5,3,1,2,5,4,5,2,3,4,5,2,1,3,4,3,2,4,4,4,4,3,4,4,5,3,3,2,4,1,2,23,IN,2,2,1,4,1
1514,2,5,5,2,5,2,2,2,3,4,2,3,4,4,4,1,3,2,4,3,4,5,2,5,2,5,2,4,2,5,2,2,4,2,4,2,2,2,2,2,4,3,2,5,2,4,2,4,3,4,21,EE,2,2,1,3,1
1515,5,5,4,4,3,2,3,2,3,3,2,3,3,5,2,3,3,4,2,4,3,3,1,4,3,4,1,4,2,4,4,3,5,4,3,4,3,4,4,2,4,5,4,3,4,4,2,2,3,5,22,NO,2,1,1,3,3
1516,5,5,5,1,5,1,5,1,5,1,5,5,1,5,1,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,1,1,1,5,5,5,1,5,5,1,5,5,1,5,1,5,1,5,1,5,19,ID,2,1,1,11,5
1517,2,5,5,2,5,2,5,1,5,5,2,4,3,5,2,2,5,5,2,4,2,2,2,5,2,4,1,3,3,5,4,3,5,5,2,2,3,3,3,3,5,5,1,5,1,5,1,5,5,5,20,JM,1,1,1,1,1
1518,1,4,4,1,5,2,4,3,5,3,4,4,2,3,3,3,4,4,3,4,1,3,4,5,4,3,2,3,4,3,3,3,5,4,3,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,17,ID,2,1,1,13,5
1519,2,4,5,2,4,1,5,1,3,5,3,5,1,5,2,5,1,5,3,3,3,3,2,5,2,5,1,5,1,5,3,3,3,3,3,3,3,5,3,3,5,5,1,4,1,4,1,5,5,4,30,UA,2,2,1,3,1
1520,5,3,4,4,3,4,4,4,4,5,5,3,3,4,4,2,4,4,4,4,1,4,3,4,3,3,4,3,4,5,5,4,2,5,4,4,4,4,4,4,3,3,2,5,4,3,2,3,3,4,21,GB,1,1,2,4,1
1521,5,4,5,4,5,1,4,1,4,5,4,5,4,5,3,4,3,1,1,3,2,3,1,4,3,5,1,4,2,4,4,5,1,4,3,1,2,4,3,4,4,5,1,5,1,5,1,5,5,4,35,GB,2,2,2,3,2
1522,1,4,4,2,5,1,5,2,4,5,4,4,1,4,4,3,2,4,2,5,2,4,3,5,3,5,2,3,4,5,4,5,4,4,1,3,3,4,4,3,5,4,3,4,1,4,2,4,5,4,17,AU,1,1,1,3,1
1523,2,4,3,2,4,2,5,2,4,4,3,4,2,4,3,3,2,3,3,3,4,4,3,2,4,4,2,4,4,2,4,4,4,4,2,4,4,3,3,3,3,3,3,4,3,4,2,3,3,4,24,IE,1,1,1,3,2
1524,2,4,4,4,4,2,5,2,4,4,4,3,5,3,4,2,5,4,2,3,5,1,1,5,1,4,1,5,2,5,3,1,4,2,4,2,2,2,1,3,4,5,3,4,3,5,2,5,4,2,24,BE,1,1,1,3,1
1525,1,4,5,2,4,1,5,1,4,5,1,3,5,1,4,1,5,1,4,1,2,1,1,4,1,5,1,5,4,4,5,4,3,5,1,4,5,5,5,5,4,5,3,5,4,3,1,4,4,4,17,IN,1,2,1,13,1
1526,3,3,2,3,2,3,3,5,2,2,3,2,2,3,5,1,2,3,5,4,1,3,2,1,4,4,1,1,3,2,5,5,2,5,1,5,5,4,5,5,5,5,5,5,1,5,1,5,4,5,22,GB,1,1,2,3,1
1527,5,4,5,1,5,2,5,2,5,5,4,3,3,5,2,4,3,4,3,3,4,4,2,3,3,3,1,5,3,3,3,3,4,5,3,2,5,4,3,3,5,5,3,5,3,4,1,5,5,5,15,IN,1,2,1,4,1
1528,5,4,4,1,4,2,5,2,4,4,3,4,1,4,2,4,1,4,3,4,3,2,2,4,4,4,4,4,3,4,2,2,4,4,2,2,2,4,4,2,4,3,4,4,3,3,2,3,4,4,21,IN,2,2,1,4,1
1529,1,3,3,1,5,2,5,2,4,5,3,3,4,4,1,2,3,4,1,3,3,5,2,3,3,3,3,3,4,3,5,5,3,5,1,3,5,3,3,5,4,3,2,5,3,3,1,4,3,4,36,GB,1,2,1,3,5
1530,5,4,5,2,5,1,3,1,3,4,4,4,3,4,3,4,5,3,3,4,3,3,2,5,1,4,2,4,2,2,4,3,4,4,4,2,3,4,4,2,3,3,4,4,4,4,1,4,2,4,19,ID,2,1,1,13,5
1531,4,1,2,5,5,4,5,5,3,5,2,1,5,5,5,1,5,2,5,1,1,5,5,1,5,1,5,1,5,1,5,5,5,5,2,5,5,5,5,5,1,5,3,5,1,4,1,4,4,5,22,SG,1,1,1,11,1
1532,3,3,4,2,5,1,4,1,4,5,4,3,4,3,4,3,1,1,2,4,5,1,1,4,4,5,1,5,3,5,3,2,2,4,3,3,2,3,3,3,4,4,2,5,3,3,1,4,3,2,29,MM,2,2,1,11,1
1533,4,3,2,3,3,4,3,4,2,2,3,2,2,3,3,2,3,3,5,2,1,4,2,1,4,4,2,1,4,2,4,5,2,4,1,4,4,4,5,5,5,5,5,5,1,5,1,4,5,5,44,GB,1,2,1,3,1
1534,1,4,3,1,5,1,5,2,4,5,3,5,4,5,1,3,1,4,2,3,3,5,5,3,4,1,4,1,5,2,2,3,5,5,2,4,4,2,3,5,4,5,1,5,1,5,1,5,4,5,41,KE,1,1,2,12,1
1535,4,4,5,5,4,4,2,5,4,5,2,2,5,3,5,1,4,4,2,2,4,3,3,4,3,4,4,5,2,1,4,5,4,5,1,1,4,5,5,5,5,5,1,5,1,5,1,5,5,5,17,ZA,1,2,1,6,1
1536,2,4,4,2,5,2,5,2,3,5,3,4,4,4,3,3,5,1,2,5,5,2,1,4,5,5,1,5,2,5,5,4,2,5,2,4,5,5,5,5,3,5,2,5,2,5,1,3,3,5,26,IN,2,2,1,13,1
1537,2,3,4,1,4,2,3,2,4,4,4,4,2,4,1,2,4,2,2,4,2,4,2,4,4,4,3,2,2,4,2,1,5,1,5,2,2,2,2,2,3,3,3,3,4,3,3,4,3,2,47,GB,1,1,1,3,1
1538,2,5,5,1,4,4,5,2,4,2,1,2,4,5,5,1,5,2,4,1,2,2,2,4,5,4,2,4,5,1,4,4,4,5,2,4,2,2,2,5,5,5,1,5,2,5,1,5,4,5,25,DK,2,1,1,3,1
1539,3,3,3,3,3,3,3,3,3,3,2,5,1,4,2,5,1,3,1,5,2,4,3,3,3,3,3,3,5,5,5,3,3,5,2,4,5,4,4,5,3,5,2,5,4,5,1,5,3,5,47,IN,2,2,1,13,1
1540,1,3,4,2,5,1,4,2,4,4,3,4,2,4,2,2,3,4,1,4,2,5,5,3,4,3,2,1,5,3,4,4,3,4,2,3,4,3,3,4,3,3,2,4,2,3,2,5,4,4,43,GB,1,1,1,3,1
1541,1,4,4,2,5,2,5,1,4,4,4,3,4,4,1,4,2,5,2,4,3,2,2,5,2,4,2,4,2,5,4,2,4,4,4,2,3,2,2,2,3,5,2,4,2,4,1,4,3,4,31,US,1,2,1,3,2
1542,4,4,4,3,4,3,3,3,4,4,4,3,2,4,3,4,3,4,3,4,4,4,4,3,4,3,4,3,3,4,4,3,4,4,3,3,3,3,2,3,4,3,2,3,2,3,2,4,3,4,28,A1,2,1,1,11,1
1543,3,3,3,3,3,3,2,3,3,2,3,4,3,4,3,4,5,2,3,3,4,2,2,3,2,4,1,4,2,5,2,2,2,2,4,2,3,2,2,2,5,5,1,5,1,5,1,5,3,4,40,GB,2,1,1,3,1
1544,4,4,5,4,2,5,1,5,3,2,2,4,5,4,5,1,5,3,4,4,3,1,2,2,4,5,2,1,4,5,5,3,1,5,3,4,5,5,4,5,5,5,1,5,1,5,1,3,5,5,16,CA,1,1,1,3,1
1545,2,5,5,5,4,1,1,2,4,5,3,5,4,5,4,2,3,4,3,1,4,5,2,4,3,5,2,3,4,5,2,2,5,5,4,1,2,4,2,2,5,5,1,5,2,5,1,5,5,4,14,PH,2,1,1,11,1
1546,2,4,4,2,5,2,5,2,4,5,3,4,3,3,3,3,3,4,2,3,3,5,3,3,4,3,3,3,3,3,4,3,3,5,2,3,4,4,3,2,4,4,2,5,1,4,1,3,4,4,18,AU,2,2,1,11,1
1547,1,5,4,4,3,1,5,1,4,4,4,5,3,4,1,1,3,4,1,2,3,3,1,5,2,5,1,5,3,5,1,1,1,5,5,5,5,3,1,5,4,5,1,5,1,5,1,5,4,5,42,GB,1,1,1,3,1
1548,3,3,4,1,4,4,5,2,4,4,4,3,4,4,3,2,4,4,3,4,5,5,4,3,3,2,4,1,2,1,5,4,2,5,2,5,5,4,4,4,3,3,5,4,5,3,3,3,4,4,19,ID,2,2,1,11,5
1549,1,3,5,1,5,1,5,1,4,5,3,3,3,4,3,2,2,2,3,3,2,4,4,3,3,3,3,2,3,2,3,5,2,4,1,3,3,3,3,2,3,5,1,5,1,4,1,3,3,5,25,AU,1,2,1,3,1
1550,5,5,4,2,5,3,5,2,4,5,3,4,2,4,3,4,4,3,2,5,5,3,2,5,4,5,3,5,3,5,4,4,2,4,3,3,4,4,4,4,4,4,3,5,2,4,2,4,4,5,20,MY,2,1,1,11,5
1551,4,3,4,3,4,4,3,1,4,4,5,2,1,5,1,4,1,5,1,4,3,3,2,4,2,4,2,4,4,2,2,4,4,4,3,2,3,3,3,2,4,4,2,2,2,4,2,5,4,3,33,US,1,2,2,3,1
1552,1,4,4,1,5,2,5,2,5,4,4,4,3,4,1,3,4,3,1,3,3,3,3,4,3,3,3,3,4,2,2,1,4,2,2,3,2,2,1,1,3,4,2,3,2,4,2,4,3,2,36,US,1,1,2,13,5
1553,5,4,4,1,5,2,3,2,4,5,3,4,3,4,1,2,2,3,2,2,4,4,4,2,2,3,3,2,3,5,3,2,4,3,2,3,2,2,1,1,4,4,2,2,1,5,1,4,2,4,14,AU,2,2,1,11,1
1554,1,4,4,1,4,2,5,1,5,5,4,4,3,4,1,3,2,5,3,5,4,4,4,4,3,2,3,3,4,4,2,4,5,4,3,2,3,3,3,4,4,4,5,5,4,4,1,4,4,4,29,ZA,1,1,1,12,1
1555,5,2,5,2,4,2,5,2,3,4,4,3,1,4,2,4,2,3,2,5,3,2,1,4,3,5,1,4,2,2,2,2,5,5,3,4,2,4,4,4,3,3,1,4,4,4,1,4,4,4,17,PH,2,2,1,11,1
1556,1,5,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,1,1,1,5,3,1,1,1,1,1,5,5,1,5,1,5,1,4,4,5,42,US,1,1,1,13,1
1557,2,3,3,2,4,2,4,1,3,5,3,2,5,3,4,3,4,5,3,2,2,4,3,3,5,4,3,4,5,1,3,3,4,4,2,3,2,5,2,3,3,3,4,4,2,3,3,2,4,4,19,US,1,1,2,13,2
1558,1,4,5,2,4,1,4,2,4,4,4,4,4,4,2,3,2,4,1,4,5,1,1,5,1,5,1,5,2,5,5,2,3,5,4,5,5,4,2,5,5,4,5,3,5,4,5,4,2,5,47,US,1,2,1,3,1
1559,2,3,4,2,4,4,4,2,4,5,2,2,5,2,3,3,4,4,2,2,2,4,2,4,2,2,2,2,4,2,4,4,4,4,2,4,2,4,3,3,4,4,2,3,2,4,4,4,4,2,46,CA,1,1,2,3,1
1560,5,3,4,2,5,1,5,3,4,5,4,5,4,5,3,4,4,4,1,4,2,3,3,3,3,5,1,3,5,2,4,4,4,5,3,4,4,4,3,4,4,5,2,5,3,5,1,5,3,4,21,GB,1,2,1,13,3
1561,5,5,1,1,5,1,5,5,1,5,1,5,1,5,1,1,1,5,1,5,5,5,5,1,5,1,5,1,1,1,5,5,1,5,5,5,5,5,5,5,1,1,5,5,1,1,1,5,1,5,17,PH,2,2,1,13,1
1562,4,3,3,1,4,3,4,3,3,4,3,4,1,3,2,4,5,4,2,4,2,5,5,1,3,1,4,1,2,2,3,2,3,4,3,2,4,4,3,3,2,3,3,4,3,3,3,3,2,4,22,MY,2,2,1,11,5
1563,2,5,4,3,4,4,4,2,4,4,4,5,2,4,2,5,1,5,1,4,4,2,1,5,2,5,1,5,3,5,1,4,4,4,1,2,2,3,2,2,5,4,1,4,2,4,2,5,5,4,42,US,1,1,1,3,1
1564,3,5,5,1,4,2,5,2,4,5,4,3,5,4,2,4,5,3,3,5,3,5,4,4,4,2,4,4,4,5,5,4,5,4,2,2,4,4,4,4,4,3,2,4,4,3,2,5,3,3,33,AE,2,2,1,13,1
1565,1,5,5,1,5,1,5,1,5,5,3,4,3,4,2,1,2,4,1,4,3,2,2,4,2,5,1,3,2,3,4,4,2,4,2,5,4,2,1,3,3,5,4,3,4,5,2,4,2,5,55,US,1,2,1,1,1
1566,1,4,4,1,5,1,5,1,4,5,4,4,2,4,1,4,1,4,1,4,1,4,3,4,4,3,2,2,5,1,2,2,4,4,3,2,1,2,1,2,3,5,1,5,1,4,1,5,3,5,47,US,1,1,1,13,1
1567,1,3,5,1,4,1,4,1,4,4,5,4,3,4,3,3,2,5,2,4,2,4,2,3,3,2,2,1,4,1,5,3,3,5,3,4,3,4,3,3,5,3,2,3,2,3,3,4,2,4,20,AU,1,2,1,3,2
1568,4,3,5,1,5,2,4,2,4,5,4,5,3,5,3,4,3,5,1,4,3,5,4,4,5,4,4,3,4,4,5,2,4,4,4,3,4,2,3,5,4,4,3,5,2,3,2,3,4,5,31,KR,2,2,1,11,1
1569,1,3,3,1,5,2,5,2,5,5,4,4,2,4,3,4,2,4,2,4,1,5,2,1,5,2,4,1,5,1,5,5,1,5,1,4,4,2,2,3,4,4,2,3,2,3,3,4,4,4,36,US,1,2,1,13,2
1570,2,3,3,1,3,2,3,2,3,3,4,4,2,2,1,3,3,3,1,2,2,4,2,3,2,4,2,2,2,4,3,2,3,2,3,2,4,2,2,3,4,4,1,3,2,5,2,5,4,5,25,NL,2,2,1,11,2
1571,5,4,5,2,5,1,5,2,4,4,4,5,4,5,2,2,2,4,2,3,4,4,4,5,3,4,5,3,2,5,3,3,2,5,2,5,4,4,4,4,1,5,4,5,4,5,2,2,1,4,23,PK,2,1,1,13,1
1572,1,3,5,2,5,1,5,1,4,4,3,2,2,4,3,5,3,2,3,1,3,2,1,5,4,3,3,5,1,5,1,2,5,4,5,1,4,5,3,1,3,4,2,5,2,2,1,4,1,5,15,IN,2,2,2,11,1
1573,2,4,2,3,3,3,4,4,3,5,3,2,3,5,4,3,4,3,3,3,2,3,2,1,3,4,1,1,3,3,4,5,1,5,5,5,4,4,4,4,5,5,1,5,1,5,1,5,4,5,21,LT,2,2,2,3,1
1574,1,5,4,1,5,4,4,1,4,4,4,5,2,5,1,4,1,4,1,4,4,1,2,4,1,5,1,5,2,4,1,1,4,2,5,1,1,1,1,1,5,5,1,4,2,4,1,5,5,4,46,US,1,1,1,3,1
1575,4,4,3,1,5,3,2,2,1,3,5,4,1,5,1,4,1,3,1,5,3,1,3,5,1,5,2,4,4,3,1,4,3,5,4,2,2,3,2,2,5,4,1,5,5,4,1,4,4,5,22,US,1,1,1,1,5
1576,2,3,5,1,5,5,1,1,5,5,3,3,5,5,1,5,5,5,4,5,1,3,2,5,5,5,1,5,1,5,2,4,5,5,1,3,5,5,5,1,1,5,5,3,5,3,1,3,1,5,19,ID,2,2,1,11,5
1577,5,3,2,2,2,4,1,4,2,1,4,4,2,5,1,3,2,5,1,5,3,2,3,4,3,3,3,4,3,5,2,1,5,2,3,2,1,2,2,1,4,4,2,4,1,4,2,4,4,5,23,DE,2,1,1,3,1
1578,3,5,5,5,5,2,1,1,3,5,5,5,4,5,2,5,5,5,3,3,3,5,2,5,3,5,3,3,3,3,3,3,3,4,3,1,5,5,3,5,4,5,3,5,2,5,1,5,5,3,14,US,2,2,1,11,1
1579,5,4,3,2,5,2,5,2,4,5,2,3,4,4,3,1,5,3,4,3,3,4,2,2,4,4,3,2,3,2,3,2,3,4,2,2,2,4,4,4,5,5,4,5,2,4,1,5,5,4,19,SI,2,1,1,3,1
1580,3,5,4,1,5,4,4,3,5,5,5,4,1,5,1,4,1,5,2,5,4,3,3,4,2,4,1,4,3,5,5,2,2,5,1,2,4,2,3,5,4,5,2,5,2,5,1,4,2,5,22,US,1,2,1,1,2
1581,2,5,5,1,4,2,4,2,5,4,3,4,2,3,1,2,2,5,1,4,3,4,2,4,2,4,2,2,2,5,4,1,5,4,5,2,4,5,2,2,4,3,2,3,1,3,2,4,3,4,19,IN,2,2,1,11,1
1582,1,4,5,3,5,1,4,1,4,4,3,2,5,2,4,1,4,4,4,2,3,4,2,4,3,3,2,2,4,3,4,4,3,4,2,4,4,4,4,4,5,4,2,3,2,4,2,4,4,5,61,GB,1,2,0,3,1
1583,1,5,5,3,5,2,5,1,5,5,3,3,2,2,1,2,4,1,2,2,5,2,1,5,1,5,1,5,1,5,2,1,5,4,5,2,4,1,1,3,5,5,1,5,1,5,1,5,5,5,20,US,1,1,1,13,2
1584,1,5,3,2,5,1,5,1,5,5,5,5,3,5,1,4,2,3,2,4,3,5,5,5,5,5,1,5,5,3,2,3,5,5,2,2,1,5,5,2,3,5,3,5,2,4,1,5,2,5,19,US,1,2,1,1,1
1585,1,4,4,2,5,2,4,2,4,4,4,4,2,4,1,4,2,4,1,3,3,2,2,4,3,4,2,3,4,3,1,1,5,2,5,3,1,1,1,1,5,4,1,5,1,4,1,5,4,4,22,CA,1,1,2,11,2
1586,5,3,3,1,4,2,5,3,5,3,2,5,1,4,2,4,1,5,4,3,4,5,4,2,5,3,2,2,5,2,4,2,4,5,4,3,3,4,3,3,5,5,1,4,2,5,1,5,2,4,24,US,2,1,1,13,5
1587,1,4,5,2,4,2,4,2,4,3,3,4,5,5,3,2,5,4,3,3,4,4,2,5,2,5,1,3,2,5,3,2,4,4,3,4,2,3,2,2,5,4,1,4,1,5,2,5,4,3,23,CA,2,1,1,11,2
1588,2,5,5,2,4,1,3,1,4,4,4,5,4,5,2,4,4,5,2,4,1,5,2,2,4,2,2,1,5,1,4,3,2,5,2,4,2,4,2,4,5,4,1,5,1,2,1,5,5,5,18,US,1,2,1,3,1
1589,2,3,4,2,4,2,3,2,4,4,4,4,3,4,3,3,3,4,2,4,3,3,3,4,3,3,3,3,4,3,3,4,3,4,2,3,3,3,3,2,4,4,2,3,2,4,3,4,4,4,16,SG,1,1,1,11,2
1590,1,5,3,1,5,1,2,3,4,5,4,3,2,5,1,2,1,4,2,3,1,4,5,2,5,2,1,2,5,1,3,3,4,5,3,2,2,4,4,4,4,3,2,3,2,3,3,4,2,5,20,CY,2,1,1,3,1
1591,1,5,3,1,5,1,5,3,5,5,3,4,1,5,1,4,1,4,1,4,2,5,2,2,3,2,2,1,4,2,2,1,3,5,4,2,2,1,1,2,5,5,1,4,1,5,1,5,5,5,50,US,1,2,1,3,5
1592,2,5,5,1,5,1,5,2,4,5,5,5,5,5,2,1,4,1,1,4,4,2,1,5,2,5,2,5,4,5,3,2,5,3,3,2,1,4,4,1,3,5,1,5,1,5,1,5,1,5,25,IN,2,1,1,4,1
1593,5,2,1,5,1,5,2,5,1,1,5,3,3,4,3,1,1,4,4,5,4,3,5,4,3,2,4,3,3,3,5,3,1,4,2,1,5,3,3,5,5,2,1,3,4,5,4,5,5,4,30,US,1,1,1,3,1
1594,1,5,5,1,5,1,5,1,3,5,4,5,3,5,5,2,4,5,3,5,3,5,1,4,1,2,5,2,3,3,3,4,4,4,1,4,4,1,2,3,2,4,4,3,1,2,4,4,1,5,19,PH,2,3,1,11,1
1595,2,3,3,3,2,4,3,3,3,2,3,4,4,4,4,3,2,3,3,2,3,4,4,4,2,2,4,2,4,3,2,3,4,3,3,2,4,3,2,4,2,4,2,4,2,4,2,4,2,4,22,IN,2,1,1,4,2
1596,2,3,3,3,4,2,4,3,3,4,4,2,4,4,4,3,4,2,3,4,3,3,3,3,4,3,3,2,2,3,4,3,3,4,2,3,3,4,3,4,3,3,4,5,3,3,2,3,2,3,29,TH,2,2,1,11,5
1597,1,4,4,2,5,2,4,2,4,4,4,4,2,4,2,3,4,3,1,4,4,4,3,4,3,4,3,3,3,4,3,3,2,4,3,3,4,4,4,2,3,4,2,5,2,4,1,3,3,3,19,ID,2,1,1,13,5
1598,4,4,5,2,5,1,5,1,5,5,4,4,5,5,3,2,5,5,5,2,2,4,3,5,4,3,4,1,5,1,2,1,4,4,4,2,5,1,1,1,2,4,3,2,4,4,2,4,2,4,27,US,1,2,1,3,1
1599,1,2,3,1,5,4,5,4,1,5,3,2,1,3,2,3,1,1,2,4,2,5,5,2,5,1,5,1,5,1,2,4,5,2,3,4,1,1,1,3,4,4,4,4,2,4,2,4,1,3,21,IN,2,1,1,4,1
1600,5,5,3,1,5,4,5,3,3,5,1,3,5,3,5,1,5,1,5,1,1,5,3,3,5,2,3,1,5,5,5,3,2,5,4,3,2,5,5,5,3,5,1,5,1,5,1,3,5,5,14,IN,2,2,1,4,1
1601,5,5,4,1,4,2,5,1,5,5,4,5,1,5,3,3,1,5,3,5,3,5,3,5,5,4,2,5,2,5,2,2,2,4,3,4,3,3,3,3,2,5,4,5,2,4,1,5,2,5,23,IN,2,2,1,13,1
1602,1,4,4,1,4,1,4,2,5,5,5,4,1,5,1,4,1,5,3,5,5,4,2,5,1,3,2,3,1,5,1,3,4,4,3,1,2,2,1,1,4,5,1,1,2,4,5,5,2,4,21,PK,2,1,1,4,2
1603,2,3,4,3,4,2,4,2,4,4,3,3,2,3,2,2,2,4,2,4,3,4,4,4,3,4,3,3,4,4,4,3,2,4,3,4,3,3,2,4,4,5,2,5,2,4,1,2,3,4,22,US,1,1,1,3,5
1604,2,3,4,1,2,3,4,2,4,4,4,4,1,5,2,4,2,4,1,4,2,4,3,4,3,3,3,4,5,2,1,1,4,2,5,2,2,2,1,3,1,3,2,3,2,3,2,5,2,3,37,US,1,1,1,3,5
1605,2,2,3,1,4,2,5,3,2,4,2,5,5,4,1,2,4,2,2,3,1,4,4,2,4,3,3,2,5,2,1,1,4,3,5,2,1,1,1,1,5,5,1,5,1,4,1,5,5,5,69,SE,2,1,1,3,5
1606,1,3,5,2,4,2,4,2,3,4,4,4,2,4,2,2,2,4,4,3,2,4,3,4,2,3,2,3,2,4,3,2,4,4,4,2,2,2,2,2,3,4,2,4,4,4,2,3,4,4,36,IT,2,2,2,13,2
1607,2,3,4,2,4,3,5,2,4,4,3,2,4,2,2,3,3,3,3,3,4,2,2,4,3,4,2,4,2,4,2,3,3,3,4,4,3,3,3,2,2,3,2,4,3,3,2,4,2,4,47,US,1,1,1,6,1
1608,2,4,4,1,4,2,4,3,5,4,4,4,2,3,3,5,2,4,2,5,1,4,2,3,3,4,1,2,4,3,3,2,3,4,2,3,2,2,2,3,4,4,2,5,2,4,1,3,3,5,47,GB,1,1,1,3,1
1609,3,4,3,2,3,2,4,2,3,4,3,3,3,3,3,3,1,2,2,3,3,2,2,3,2,4,1,4,2,5,2,2,2,3,2,3,2,2,2,2,4,5,1,4,1,4,1,4,4,3,22,IT,2,1,1,1,3
1610,4,3,4,1,4,3,4,2,4,3,2,2,3,3,2,2,4,3,3,3,3,2,3,5,3,2,3,4,4,4,4,2,4,3,4,2,2,3,2,2,2,3,5,4,2,3,2,3,3,3,20,ID,2,1,1,13,5
1611,3,3,5,1,5,1,5,1,4,4,3,3,3,3,2,4,5,4,2,4,2,3,1,5,3,5,3,4,3,3,5,3,1,5,3,3,5,4,4,4,5,3,2,4,1,2,2,4,1,4,30,AR,2,2,1,13,1
1612,1,4,4,1,3,2,3,2,3,3,4,3,2,5,1,5,1,5,3,5,2,4,3,4,4,3,1,3,5,1,3,1,3,4,3,1,4,1,1,1,4,5,1,5,2,4,1,4,4,4,31,JE,2,2,1,3,5
1613,5,3,4,3,5,3,5,3,3,5,5,4,2,4,3,4,3,4,1,5,4,5,1,3,3,5,3,3,1,5,3,2,1,5,3,2,4,2,1,5,4,1,3,3,3,5,3,3,1,3,18,MY,2,2,1,11,1
1614,2,4,4,1,4,2,4,2,4,4,4,4,2,5,2,4,2,4,1,4,3,3,3,4,3,4,2,4,4,2,2,1,4,2,5,2,2,2,1,2,1,3,3,4,2,3,2,5,2,4,37,US,1,1,1,3,5
1615,2,4,3,2,4,2,4,2,4,2,4,5,1,5,1,4,1,5,1,4,3,5,4,3,3,3,3,2,4,2,2,2,4,4,2,3,2,2,2,3,4,3,2,2,4,4,2,4,3,4,49,US,1,1,1,3,1
1616,1,5,5,1,5,1,5,1,1,5,5,5,1,5,1,5,1,5,1,5,5,1,1,5,1,5,1,5,5,5,1,1,5,1,5,1,1,1,1,1,5,5,1,4,1,5,1,5,1,5,26,US,1,2,1,13,1
1617,1,5,5,3,5,1,5,1,5,5,4,4,1,4,3,3,4,4,2,5,4,3,1,5,4,5,1,5,2,4,5,1,3,5,2,4,5,5,4,2,4,5,2,5,1,4,1,4,4,4,24,US,1,2,1,3,1
1618,1,5,5,1,5,1,5,1,5,5,4,5,1,4,2,3,2,4,2,4,5,2,2,5,4,5,4,5,2,5,5,5,4,5,2,4,4,5,5,5,2,5,3,3,4,5,1,4,3,5,31,US,1,2,1,12,1
1619,1,5,4,1,5,1,4,1,5,4,4,4,1,5,1,3,1,5,1,4,4,1,3,4,2,5,4,5,5,4,1,1,2,4,3,1,1,1,1,1,3,3,2,4,3,5,3,4,3,2,46,US,1,2,1,6,5
1620,4,5,4,1,4,2,5,2,3,4,5,4,2,4,2,3,2,5,2,5,3,3,4,4,3,4,2,4,4,4,4,3,2,5,1,4,3,5,3,4,4,5,2,5,2,5,1,4,3,5,34,US,1,2,1,13,1
1621,3,4,3,3,3,3,1,4,2,4,4,3,4,4,3,1,4,3,4,3,1,4,3,2,4,2,3,1,4,1,2,4,4,4,1,4,4,4,4,4,4,4,2,4,3,4,2,5,3,1,39,QA,1,2,1,3,1
1622,4,5,1,1,5,3,4,3,5,5,2,3,4,4,2,4,1,4,2,5,4,2,3,5,2,4,2,4,3,1,4,1,2,3,2,2,3,2,2,2,3,3,2,4,1,2,1,4,1,5,46,US,1,2,1,8,5
1623,2,2,4,1,2,4,3,2,3,3,4,3,1,4,2,5,1,5,1,4,1,4,5,2,4,3,5,2,4,1,3,1,3,3,4,2,1,1,1,1,4,3,3,3,3,3,2,4,1,3,55,US,1,2,1,3,1
1624,1,4,4,1,5,1,5,1,5,5,4,4,1,5,1,5,1,5,3,5,4,4,2,5,4,4,4,3,4,2,2,3,3,4,2,2,2,1,1,3,3,4,3,4,2,4,1,4,1,5,47,US,1,2,1,13,5
1625,5,4,4,1,4,2,5,2,2,4,4,4,1,4,2,4,1,4,2,5,4,3,4,4,3,5,2,4,2,4,3,2,4,4,2,2,1,2,2,2,3,4,2,4,4,4,1,4,3,3,25,PK,2,1,1,5,2
1626,4,4,4,1,5,2,4,1,5,5,4,5,1,4,1,5,1,1,1,4,2,3,4,5,5,4,3,3,1,5,3,2,3,2,2,2,3,4,3,2,2,5,1,3,1,4,1,5,2,3,20,IN,2,1,1,13,1
1627,2,3,4,1,5,1,3,1,4,4,3,4,5,5,3,1,5,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,4,4,3,3,3,2,2,2,5,5,1,5,1,4,1,5,5,5,16,NO,2,2,1,3,2
1628,1,5,5,2,4,4,1,3,5,5,5,5,4,5,1,5,1,1,1,4,4,3,3,3,3,5,3,3,3,3,1,1,3,4,1,2,2,1,2,3,3,5,1,4,4,5,1,5,2,3,54,IN,2,1,1,4,1
